,행정구역,2011년 65세이상 인구 비율,2012년 65세이상 인구 비율,2013년 65세이상 인구 비율,2014년 65세이상 인구 비율,2015년 65세이상 인구 비율,2016년 65세이상 인구 비율,2017년 65세이상 인구 비율,2018년 65세이상 인구 비율,2019년 65세이상 인구 비율,2020년 65세이상 인구 비율
0,서울특별시,10.193002141823174,10.84402664046379,11.45256956449087,12.040987276053121,12.596419881061816,13.049532878927147,13.79570082494152,14.441444237607781,15.1983527367928,15.928518876546102
1,서울특별시 종로구,13.540639735838747,14.363798144146433,14.901605547572938,15.526806927697411,15.970474752558294,16.3352691227404,16.81850487820637,17.35994512135367,18.056712274439818,18.801349765258216
2,서울특별시 중구,13.460166825583928,14.014697060587883,14.679799179856667,15.414047553976495,15.97114520452069,16.277974275243714,16.822980057116038,17.299661960628356,18.208621632546308,19.027821939586644
3,서울특별시 용산구,12.828751201820682,13.479311932640442,14.088178860432135,14.65177091853817,15.150294417635916,15.439039962474101,15.922430081907478,16.249852619443754,16.769143306948877,17.20035163151802
4,서울특별시 성동구,10.860593726202234,11.367004445868547,11.791392310339182,12.349114784218099,12.802900980798174,13.078971726831941,13.500957980105511,13.830660467651457,14.555533768266704,15.29106095923083
5,서울특별시 광진구,8.984879118988214,9.571170414178873,10.141030610391757,10.68049340312753,11.15662002003502,11.559424996150778,12.241999647752465,12.777626216746024,13.57079834922442,14.305702399558701
6,서울특별시 동대문구,12.101421121465664,12.835230056874178,13.427017648851274,13.955956633038848,14.530213548130932,15.011448479028019,15.841287676780352,16.374277406824266,17.091572933095318,17.773564526618973
7,서울특별시 중랑구,10.308090987618773,11.066671436578066,11.741179180322362,12.396021354420347,13.051419514917532,13.586696025595796,14.499076491943189,15.314142293450791,16.38854955102452,17.309979621057735
8,서울특별시 성북구,11.353316665670455,12.036766094505216,12.663531890161126,13.269381580695342,13.746012737466659,14.183921572981314,14.890272601366947,15.519836280708837,15.971760984976843,16.647449848653345
9,서울특별시 강북구,12.593101369640694,13.447780462004271,14.30882739358797,15.14961570032087,15.868021869418175,16.492917067803603,17.39311326773073,18.204747402589263,19.26205749886926,20.27090672137705
10,서울특별시 도봉구,10.88182114105801,11.657051370524748,12.391586861582567,13.128871473442857,13.823232984665843,14.492562173338694,15.528843639406563,16.4772710532596,17.59768659895249,18.744194005769323
11,서울특별시 노원구,9.700461974069842,10.239639377148608,10.793101871531418,11.400012359411692,11.981384760774336,12.477338036333139,13.37979772836727,14.166752490105782,15.172310261678913,16.088154584517948
12,서울특별시 은평구,11.442688307531492,12.094001754805776,12.744311638803953,13.409165657262495,13.980157455012854,14.508134680025067,15.283672354219648,15.989958546928065,16.783672755149656,17.479534665431757
13,서울특별시 서대문구,12.621803259944356,13.251119439693063,13.857884180701028,14.492744284351883,14.870523257117776,15.05534796972571,15.63235294117647,16.127265051738085,16.69214633626053,17.05426356589147
14,서울특별시 마포구,10.884919626283398,11.446168405070663,11.91758149668985,12.21879467308705,12.472300544573228,12.650963958177588,13.164583972367069,13.475633003356643,13.930247169382545,14.3796116816775
15,서울특별시 양천구,8.197357110013796,8.749957149569177,9.318454991391352,9.886039475876196,10.377436371591555,10.87560362457325,11.702330872708286,12.482307700593513,13.346065282158174,14.175214799228474
16,서울특별시 강서구,9.164393960693902,9.805773741653171,10.425782416925863,10.957174106227356,11.508231563436851,11.904414049052454,12.605307375380386,13.308507091895622,14.166875071815287,15.04428115103574
17,서울특별시 구로구,9.696632262531931,10.427348428143713,11.146120612569534,11.886170804849812,12.591093884745504,13.210122835294372,14.17264365465426,15.1064161168068,15.966989947475065,16.83741022094339
18,서울특별시 금천구,10.171378338632424,10.88257538390714,11.595718197659945,12.263118387338915,13.011884003995192,13.584495254603077,14.39142009066399,15.113907924605735,15.976976933980499,16.72187355970313
19,서울특별시 영등포구,10.873257297272817,11.603493030290643,12.228084384080566,12.86353935640457,13.431562149937648,13.811172301025598,14.461809795143129,14.929114846456287,15.491000277416653,15.910337300002661
20,서울특별시 동작구,10.99430006377551,11.59261241309918,12.137580175991626,12.797751981740987,13.334880853432374,13.72878101332429,14.403975599229716,14.95824110367665,15.656513361096872,16.36547970545338
21,서울특별시 관악구,10.016204499645704,10.752367459548132,11.45362798922066,12.130299735378596,12.69015015804561,13.151596820367326,13.854443797598634,14.321545471026404,14.954588537354976,15.591266291463254
22,서울특별시 서초구,8.979758467031395,9.573514403140832,10.085498332816464,10.528867322839899,11.006034505913636,11.38347734306517,12.042339413559676,12.596583485232205,13.238755321173745,13.94195897269776
23,서울특별시 강남구,8.315391278216753,8.898664828065375,9.457078525689363,9.909983152111867,10.440853780171553,10.901139980427251,11.677490812062628,12.34539903090913,13.00440780748722,13.68661158863946
24,서울특별시 송파구,8.108365618161004,8.667315391872117,9.214634620707194,9.761891151100134,10.320580582824222,10.780580422631344,11.503756230285811,12.182228655861154,12.897489648071412,13.719639998746889
25,서울특별시 강동구,8.516009678109942,9.192363267439358,9.872584452365535,10.526083882189774,11.304283365819412,11.959663910952614,12.855809987093759,13.721399620649574,14.525520160892707,14.992642853088473
52,인천광역시 ,8.94335934292754,9.390322931130694,9.808763302222182,10.264941046121281,10.69462696718692,11.017580627569384,11.70151213718509,12.27475274500261,13.004552547052342,13.782453536096037
53,인천광역시 중구,12.350797704662272,12.940961803584461,12.983650973333086,13.292354975028815,13.45933812547492,13.654782254075956,14.104356816583191,14.27113690724006,14.116254116254115,14.527024601755937
54,인천광역시 동구,13.688812077466578,14.66371220020855,15.535402767235295,16.367028035361862,17.1762825371016,17.797899005829837,18.950307251716147,20.01117267827216,21.3435360951154,22.678971361405402
55,인천광역시 미추홀구,10.992210451774657,11.706393244873341,12.362823037463837,13.0370678781793,13.636689199368723,13.77045957473334,14.49148156186869,15.084433262432121,16.054805777988662,16.948698884758365
56,인천광역시 연수구,7.132610636221227,7.396040179227517,7.656882169794042,7.839319221249876,8.021576420144678,8.183442017850025,8.629774841708887,9.0157899751414,9.37007229573046,9.769541708226154
57,인천광역시 남동구,7.9853633627936365,8.413473471843558,8.85407113314833,9.30815923646086,9.741905738668976,10.16249138388872,10.889190387977143,11.588331989850342,12.469025950621733,13.350331270200847
58,인천광역시 부평구,8.673181967283256,9.194396893284464,9.677459895688393,10.16190537745605,10.678175891077354,11.085724264893145,11.845553495659711,12.66087221713937,13.595020886396378,14.567726179047282
59,인천광역시 계양구,6.777248844754123,7.2132833823297355,7.626103093023391,8.09629555454765,8.557661246904274,9.011032929236656,9.799434190695031,10.591979020084432,11.547396621093943,12.53142434630638
60,인천광역시 서구,6.832303833225568,7.03552130618638,7.312130766169764,7.6888061826479985,8.067878701402678,8.364252946255675,8.939434165928642,9.27875439104635,9.859592034611683,10.515031332529698
61,인천광역시 강화군,24.826667065993803,26.011205656759344,26.975350265977372,27.91501534610686,28.533849586947845,28.819291280694014,29.745178462344008,30.695541105434277,31.660354447945878,32.773997393948164
62,인천광역시 옹진군,19.445727482678983,19.97604670891761,19.900473475698135,20.77959715983191,21.329071653468183,21.390098824411037,22.416910026421917,23.602395892755275,24.919770494991734,26.526315789473685
83,경기도,8.98403883922943,9.387364026970639,9.771631835208748,10.15101356791605,10.532009072233048,10.80835714701363,11.401638742587227,11.866504888334639,12.47267869144131,13.05748932758262
84,경기도 수원시,7.219824913251305,7.517107666269735,7.771323956566915,8.045456248701274,8.420393306230501,8.709248677390475,9.285248638814329,9.76184807095772,10.351663715554663,10.953583318053436
85,경기도 수원시 장안구,8.244701871827738,8.658575458343758,8.896074547702288,9.238834513074542,9.737271584129276,10.15788639330273,10.897872224566752,11.582813432809766,12.421644029499564,13.164624187464307
86,경기도 수원시 권선구,7.053453558173711,7.356155282248003,7.741437669732015,8.001530154339607,8.345178648238301,8.628516740003292,9.217755631705469,9.683646368169216,10.428670572475347,11.042987924436451
87,경기도 수원시 팔달구,9.30248078866579,9.940810661818041,10.461658650911843,11.066989713926253,11.655286675369013,11.994055864796112,12.891144321844076,13.588139732779295,14.416658137445554,15.19450591551873
88,경기도 수원시 영통구,4.662304627413316,4.816413790240561,4.940274438232085,5.135904014946106,5.403801714498695,5.619191320225214,6.008815559290639,6.435615761333513,6.76992303266498,7.210711974898547
89,경기도 성남시,8.937602813372095,9.468892261001518,9.964738334759181,10.459897722981957,10.951551536713113,11.260645611442879,11.940548418104207,12.584521143776845,13.34505114964719,13.991333460043343
90,경기도 성남시 수정구,9.803365195258404,10.542015495925162,11.391217836058676,12.106164919767917,12.824612469309574,12.917828045747957,13.55874259281144,14.304262961650002,15.199123905947722,15.734709660343338
91,경기도 성남시 중원구,9.115556043818074,9.724558162618214,10.239556229983343,10.918240191759729,11.518615702148766,12.106729884115355,13.009732338973635,13.802165551281767,14.779518362486991,15.67157626202173
92,경기도 성남시 분당구,8.426098851591552,8.824925876491385,9.164919255461419,9.491130804849655,9.849787502814367,10.09527023003791,10.681670971508082,11.218806086459706,11.806641325396257,12.36784043043749
93,경기도 의정부시,10.197258364312267,10.770668325771823,11.300165206415206,11.804589062702963,12.278740923221573,12.63430621474854,13.249800717417298,13.738127088804678,14.444926394433772,15.075729968817713
94,경기도 안양시,8.201194850253883,8.631332064140055,9.07749429572101,9.536308543979867,10.005035221457739,10.323661648371147,11.000163330860685,11.733072598386702,12.634469282806979,13.505131161822275
95,경기도 안양시 만안구,9.444003086548806,10.040553548040963,10.615154687787218,11.178052281503346,11.692886318599102,12.00857528937639,12.749777430905532,13.603724673176629,14.746862652772943,15.691759072999616
96,경기도 안양시 동안구,7.27383603023556,7.6332700044702735,8.00154349035738,8.387695406428398,8.814358137504671,9.091436006966884,9.659632137072661,10.286826161398505,11.036247440436915,11.822554544233437
97,경기도 부천시,7.639274137717606,8.152248880387702,8.65245681470847,9.169738635274536,9.706862413676534,10.126852874157251,10.88249371713772,11.575456760626142,12.540903811584633,13.424209245742091
98,경기도 광명시,8.33947965520542,8.80329620879739,9.232228830359672,9.748680284599494,10.293699888108806,10.766044938789458,11.515069563388323,12.198286016748206,13.077472263640729,13.807400044468277
99,경기도 평택시,10.283073232666332,10.577359229113181,10.787179266753236,11.02601461445207,11.19053616252508,11.275784143813503,11.614229643012896,11.799443953498695,12.067590984490096,12.345881997203008
100,경기도 동두천시,13.50191682337174,14.191921790583997,14.839529710835716,15.35836876889185,15.949129360850838,16.455528760544176,17.472777657590836,18.389000893729346,19.356744892790815,20.340571452913174
101,경기도 안산시,6.6137403470721905,6.92524765489968,7.239100643718491,7.59737581158282,7.9687914197897936,8.284301574669605,8.866181700137227,9.488099366541327,10.206815605037809,10.783085056732542
102,경기도 안산시 상록구,6.929479101029195,7.262891947708855,7.607476782087508,7.959204000964593,8.331642587815566,8.678832641137454,9.26218630645405,9.92924720258426,10.737842159175655,11.240122190829952
103,경기도 안산시 단원구,6.254444198789385,6.539010409171583,6.813452332412148,7.174416609471517,7.536247361543874,7.8120521525340605,8.387899637093359,8.971095147879172,9.609376275281175,10.260438875586315
104,경기도 고양시,9.277505386277502,9.676404967028072,9.997062300430763,10.34593113976588,10.70998281342149,10.973718937677218,11.548460963374643,12.121560368860425,12.68550411637444,13.312933788543102
105,경기도 고양시 덕양구,10.240613324077666,10.663230439858888,11.058464131978534,11.430813127469529,11.824529172737721,12.19362978533636,12.803220083622326,13.379983083545529,13.900681530042453,14.497861037090843
106,경기도 고양시 일산동구,8.501411388194683,8.852310169569675,9.116615488632842,9.460358119258146,9.818034152728087,9.984552923325085,10.540975847285928,11.134516901118415,11.794901082067115,12.39574307212087
107,경기도 고양시 일산서구,8.722949964299445,9.130840608356669,9.370018642098723,9.644263992148533,9.916972324108036,10.126346650534007,10.656952333909606,11.199023921322143,11.689359156163333,12.366736334087149
108,경기도 과천시,9.68383017163505,10.212753982101649,10.637875825328006,11.014025885170192,11.500304586197894,12.128006522625356,12.992160203035096,13.350073956864229,13.86882602206248,14.12668193991804
109,경기도 구리시,8.402563615744993,8.92061494949075,9.444854491775622,9.917567712236378,10.372695090536148,10.643414893452311,11.178652482978574,11.692286529798137,12.625900183173162,13.41943891622132
110,경기도 남양주시,9.54372196340441,9.912449398621275,10.274864346883819,10.667875823567872,11.081728782745227,11.475578188759714,12.277983108905326,12.713030265697508,13.25206958950173,13.897158493482145
111,경기도 오산시,6.36849380067254,6.5849189429380255,6.8154385281806675,7.054874979023326,7.4283946080801435,7.675312476037114,8.139638394467688,8.44685781796701,8.948268169750728,9.44082635038757
112,경기도 시흥시,6.393385001582954,6.68585804222937,7.016495910677604,7.306677748524601,7.580551203246154,7.855781259307798,8.223483548743756,8.369308671746674,8.740674123145908,9.18347684100567
113,경기도 군포시,7.993901717404471,8.398032359390744,8.758695834381024,9.12804083104491,9.564933100073386,10.014391519533856,10.767233868530075,11.4518482138988,12.226121253425749,13.019619251959197
114,경기도 의왕시,8.55842306843931,8.82480275528732,9.25881881681396,9.81562574929645,10.357550399391403,10.788259984817845,11.68283397638781,12.437959618532858,12.921261161753117,13.413755191790862
115,경기도 하남시,9.857342129557875,10.470434610204487,11.158818988807411,11.649742101869762,11.59177748585893,11.040212978621607,11.53612890183107,11.91321266434762,12.331210658640876,12.71412270570391
116,경기도 용인시,9.054466075326658,9.519203370456538,9.888611192838487,10.23322990220868,10.670604850032692,10.99436398601187,11.640694326453742,12.082200620987203,12.628903680508566,13.146545913951604
117,경기도 용인시 처인구,10.469885277246654,10.94174535919895,11.305095254199076,11.631410256410255,12.005132213221774,12.27081767125105,12.949950983144248,13.257974132740308,13.852916154645998,14.324350467199318
118,경기도 용인시 기흥구,8.265847983033288,8.76089125374127,9.080758548421555,9.422286092201508,9.926874929734433,10.267449414257737,10.928190468470229,11.422920188254439,12.087139523540175,12.713557696014952
119,경기도 용인시 수지구,9.037727664229447,9.47536108751062,9.936464113106402,10.2943422830621,10.696420140367342,11.036330652928275,11.62846680392751,12.051723608595296,12.427852176222245,12.844953350747637
120,경기도 파주시,10.845059267668102,11.08444676700465,11.396800740818186,11.67113976487062,11.915307768809011,12.066456041468868,12.534258464124537,12.811609213717887,13.360717117434588,13.85086947285363
121,경기도 이천시,10.477792008447151,10.841462640971711,11.204064648942227,11.64310729998927,12.01795691316759,12.065088729267586,12.63711516266151,13.065927191581936,13.549765097250665,14.006677872373377
122,경기도 안성시,12.58582628372883,13.045680807012907,13.368611155330374,13.738619870695343,14.343031870321147,14.547064998687778,15.391769610364031,15.970780971679769,16.75472315367629,17.34527512603239
123,경기도 김포시,10.282730336116796,10.231289487600545,10.419942043835354,10.4921982897946,10.868596245607018,11.144801248063658,11.377686869408201,11.468676891083962,11.956882217459821,12.264547640354944
124,경기도 화성시,7.767360405600224,7.97293954214162,8.264387997382372,8.479057504502073,8.284145677046226,8.250245752001122,8.400256986829426,8.37197287016852,8.515371672169106,8.798960854932988
125,경기도 광주시,9.0965304537331,9.510041501001249,9.836099881757523,10.185773845772909,10.498465987798285,10.74169344232782,11.332082660060646,11.77710826813861,12.436200872659358,13.165444357084443
126,경기도 양주시,10.566979437013375,11.151714841994908,11.769934167909492,12.177342729324202,12.670578602620086,12.995771557030455,13.716025755847388,14.344713783296688,15.029192943314412,15.558761610446897
127,경기도 포천시,13.224914064329893,13.806256703837928,14.39372170392649,14.941783591573705,15.395123459972163,15.69625814955771,16.642798757560897,17.458653003796226,18.6111242156909,19.63085999607586
128,경기도 여주시,15.462793255131965,16.083067092651756,16.669562752073748,16.917000344246553,17.321877279727648,17.72809981804003,18.826796685240748,19.68975566016588,20.76645391283995,21.663139393069805
129,경기도 연천군,20.238307349665924,20.498256540713612,21.03486077614558,21.79529572559134,21.935483870967744,22.136057681835013,22.942484206819135,23.773889274751866,25.077583059510772,26.171140169763706
130,경기도 가평군,19.426193604905826,19.863802348916014,20.515594014782764,21.03148024112525,21.529480067088116,21.72847809377402,22.662093278071556,23.525859054642552,24.71040615236722,25.83332001087113
131,경기도 양평군,18.819269838077037,19.369232726311978,19.903493534066783,20.42911775590962,20.931349015842535,21.20376772293408,22.226662612397377,23.172401912227055,24.34074302240019,25.432100850269773
132,강원도,15.17910140792269,15.708389931302522,16.18005489336125,16.571033421779514,16.88737127357282,17.162172444522398,18.061313092607,18.754131422661064,19.648758159249873,20.518148028945483
133,강원도 춘천시,13.479958211909606,14.002575320817664,14.38013517698712,14.640071648458433,14.78145447612744,14.854991147352933,15.654833626842155,16.224344355758266,16.937975264050394,17.657404649447543
134,강원도 원주시,11.294207202935084,11.615233802121123,11.94814630106792,12.179338327854026,12.343728884818091,12.499593169989852,13.25552166920082,13.718138750835585,14.312959065332246,14.910430392792529
135,강원도 강릉시,14.815853215731876,15.44908859608434,16.076584596367262,16.685742353121075,17.20917225950783,17.61968893502801,18.594825007478313,19.35320275924248,20.198929920071965,21.127877778038535
136,강원도 동해시,13.553713832407832,14.248591541795797,14.720998917419042,15.28732471817432,15.859204430480855,16.210596267832837,17.10374686325403,18.106319572267505,19.153354985528377,19.988959425890148
137,강원도 태백시,15.361926020408163,16.192188794374964,17.17219330245522,18.061254092585685,18.968021725858403,19.685574676014447,20.97716178521618,22.158812251995187,23.535312086809828,24.92023196776673
138,강원도 속초시,13.178100185085675,13.797724308737841,14.311326089833834,14.874078027950311,15.229534588740364,15.590576210678176,16.365028624214506,17.08087461129747,18.115569901939207,19.011120947887992
139,강원도 삼척시,18.095198583914147,18.566716807198155,19.057009435383375,19.698813507757833,20.50706531712757,20.991680914955673,22.02907434976793,22.65755349354565,23.805557208306062,25.11311872514816
140,강원도 홍천군,19.347916279202853,19.86604901974845,20.044451994677086,20.4397382577962,20.9551296633303,21.309720874479137,22.6030707989764,23.454230939684628,24.834417932031815,25.936903591463768
141,강원도 횡성군,22.227231740306582,23.034853748739216,23.657565035494134,23.877636479844842,24.23706228018437,24.62003435454763,25.982584645967027,26.63399392201344,27.888352120236178,29.086528118411426
142,강원도 영월군,22.11497798452698,22.711991034740382,23.389788293897883,23.890920852927273,24.32365227770042,24.74234521997355,25.891631517208673,26.853762899572114,28.174917576098345,29.404620393818803
143,강원도 평창군,19.93023842852881,20.61108946294726,21.339257087894474,21.827759963353184,22.28505747126437,22.708804653954477,24.132089482966677,25.05280450598451,26.599534508146107,28.11106315638038
144,강원도 정선군,19.855155421716734,20.506075410246773,21.265474552957357,22.09004438807863,22.634385284588106,23.265664548788678,24.43873942315249,25.220159151193634,26.39317431783424,27.73027383916008
145,강원도 철원군,16.934947175775726,17.67636757838559,18.35359046194679,18.699306577011974,18.565954220373367,18.978193405952553,19.6333580587051,20.39083877361946,21.564584064584064,22.583093372619924
146,강원도 화천군,18.07977550611345,18.39728217426059,18.613182343793614,17.650959731790884,17.842339008142115,18.29881206213829,19.006994081930674,20.1881677563387,21.346871613757674,22.349627841480586
147,강원도 양구군,17.060803230872786,17.048993376902498,16.99160803594134,16.95830542531815,16.945493793847817,17.10953769262807,17.868680511852318,18.47231715652768,19.737304515902302,20.84248263499888
148,강원도 인제군,16.302783859868626,16.6255854079369,16.828120675339054,17.050038491147035,16.758382198165688,17.121026894865526,17.982321527223622,18.714214588000996,19.55670623894923,20.54030058976473
149,강원도 고성군,21.445919419769105,21.90944097729385,22.241594841765906,22.755954937394694,23.273453093812375,23.74643023178588,24.309833827300274,26.350198976691303,28.09611151870873,29.48445141299884
150,강원도 양양군,21.98840455228688,22.973167398028917,23.807802162044904,24.577595290868793,25.190145201790457,25.648467925637448,26.88278751791818,27.630087395326726,28.655413691120245,29.563350035790982
69,대전광역시,8.956171240093877,9.378236540745895,9.82841328774389,10.336079759291138,10.89878355911837,11.329331669275012,12.026611157967471,12.653563643002116,13.471763613064203,14.178077855883094
70,대전광역시 동구,11.746025429293432,12.311417174383298,12.90549085787922,13.71240727841527,14.609794681503804,15.22095344294111,16.155060820073228,16.878609688699136,17.91278426253798,18.827226818523695
71,대전광역시 중구,11.723452177384727,12.373686701372456,13.016726245975093,13.866329714931174,14.631947100934479,15.235454869499781,16.21078764165458,17.03004242679639,18.150894279191427,19.101189849426135
72,대전광역시 서구,7.657816494498361,8.090825416454352,8.517448794087995,9.018769198519749,9.57260639002239,9.99570274393038,10.631082700103397,11.188186430571346,11.886613662717,12.550854860851116
73,대전광역시 유성구,6.350878027402472,6.496970409255923,6.726800183458187,6.907082064734427,7.203440377916687,7.422018402083783,7.869631602511854,8.353297692901455,8.925131592882106,9.40261596578598
74,대전광역시 대덕구,8.854625765198039,9.33744311773171,9.88696418085731,10.462993282330645,11.125335934443886,11.823777298015445,12.75106740430814,13.625399058195187,14.708723330942039,15.657836064074274
81,세종특별자치시,,15.217871761096918,14.701235336013033,12.667413931144916,10.621479106997212,9.95564662124354,9.58621920742592,9.288629403487771,9.38089994861631,9.756791393449689
82,세종특별자치시,,15.217871761096918,14.701235336013033,12.667413931144916,10.621479106997212,9.95564662124354,9.58621920742592,9.288629403487771,9.38089994861631,9.756791393449689
151,충청북도,13.402815145917565,13.748157288960087,14.127518229424977,14.497131923900508,14.82450225764417,15.122280687976126,15.832221129530765,16.367839464949867,17.088987735678657,17.80854481850894
152,충청북도 청주시,8.267743894517075,8.622602916389244,8.99221880089879,10.348265407608467,10.656896402504112,10.961844929998552,11.546691559257532,12.037137615204555,12.669998546868264,13.23642653208705
153,충청북도 청주시 상당구,9.677138990402325,10.154596082900435,10.465286355067283,12.538933879149239,13.03450777671972,13.572748573698481,14.35174634340176,14.635387799884628,15.306809006907688,15.422212477874686
154,충청북도 청주시 서원구,,,,10.181242129339154,10.725987866118295,11.139922623434046,11.835853530274655,12.709881377624113,13.744469979183993,14.810388742322122
155,충청북도 청주시 흥덕구,7.457562600368763,7.7588006162952405,8.14267906348998,8.645899050498558,8.894904232399202,9.251744142481355,9.761649705409749,10.174516912961753,10.564704715473207,10.963067732980235
156,충청북도 청주시 청원구,14.326036029778555,14.237627600465178,14.534006012825639,10.763823403343336,10.722075410538576,10.654934412225582,11.084962867774182,11.39510711116745,11.971838176731268,12.641780107954133
157,충청북도 충주시,14.711681931364035,15.209621630438432,15.628378540710663,15.974909723920645,16.32798333918514,16.697864170866332,17.618905892970297,18.1174704518679,18.89131951199837,19.680550073942342
158,충청북도 제천시,15.143548141100597,15.780135397502926,16.331156526048805,16.847337451116555,17.330943601345695,17.67618684852436,18.830626246041984,19.66156027949714,20.6437522749727,21.679450039776054
159,충청북도 보은군,27.724169715125157,28.35820895522388,28.71088058744682,29.264018691588785,29.51947749008631,29.76827094474153,30.719760373535372,31.615201900237526,33.1087438162008,34.364430231843066
160,충청북도 옥천군,21.904441453566623,22.443843437758247,23.182912268066637,23.91888543711525,24.677505533928706,25.360169896875657,26.50388285747402,27.441950840376954,28.530270662250356,29.571386343482114
161,충청북도 영동군,24.896781967957963,25.274855417168347,25.829557371534857,26.297659587032264,26.869587517014182,27.199715144801395,28.08718152866242,28.910791511616214,29.95814354302598,31.416346819354434
162,충청북도 증평군,13.299420741568408,13.60891507920301,13.981358189081226,14.241753185125535,14.043794824248042,14.267717379650477,14.89029457692613,15.665782351207225,16.42864783910997,17.159635795485155
163,충청북도 진천군,15.49697863634201,15.726937501969807,15.936600315760147,16.337803418541135,16.163339756696722,16.162973552537526,16.136650515086117,15.846736045411541,16.035222731981648,16.46754571282873
164,충청북도 괴산군,27.913642086090057,28.162702516373667,28.484721090937754,29.128314776668145,29.53051280068064,29.74366869371103,30.465509294822553,30.92786139575294,31.98682429844496,34.32348533504603
165,충청북도 음성군,16.111256601632405,16.393848139384815,16.702850114967113,16.87193151777097,17.134528403668202,17.288596643725647,18.17462438081927,19.099446937284775,20.074329873028574,21.099421188961017
166,충청북도 단양군,22.52255103655642,23.271365948868908,24.04478521702865,24.906294429365385,25.451058158057283,25.88925679441366,27.029621049147774,27.678069740538753,29.052964108079042,30.601298257601638
167,충청남도,14.994593781706806,15.272255156678135,15.637338954137734,16.040892743104333,16.423082050914278,16.697834291254892,17.146218058645957,17.519548206681897,18.207485112131653,18.932649362738786
168,충청남도 천안시,8.0605274626035,8.27422558540726,8.53915400218918,8.792571522162762,9.052025831330393,9.224134443446529,9.589711352253492,9.832604573772395,10.299145430182536,10.789469688918578
169,충청남도 천안시 동남구,9.771805394121973,10.041952944460816,10.418881320157345,10.801931481311696,11.2359163817435,11.658858561944083,12.408257060005159,12.848770050159317,13.455481841556448,14.217677870769469
170,충청남도 천안시 서북구,6.701210608130388,6.867440138237472,7.057189710572017,7.229824884573562,7.393509186702371,7.468331866442362,7.669844244555481,7.827682254694059,8.214903002950258,8.572321462054827
171,충청남도 공주시,18.25600410427422,18.66527988542004,19.31270355507051,20.323707765289868,21.372268809376152,22.0256342614913,23.06330234617087,23.745828724403008,24.839867009786428,26.147425659745988
172,충청남도 보령시,18.56400522453275,19.375894049773112,20.14427566753702,20.913334803155646,21.440708708020694,22.11161707084613,22.889978487955194,23.64545543680753,24.712700516248987,25.868645122740624
173,충청남도 아산시,10.52370839601782,10.72373346643374,10.928927485343449,11.083706974560647,11.373124603257237,11.575979850063876,11.869848741222592,12.213335379225246,12.737161850538337,13.287111574954977
174,충청남도 서산시,14.498201115865477,14.81492820622723,15.144388767283537,15.62367625036543,15.960117343429413,16.412160104925405,16.899078507438343,17.15529219921682,17.80353769534604,18.35795357326185
175,충청남도 논산시,19.649816126022284,20.31377069631197,20.948952671561617,21.63498525451981,22.22293772940949,22.771136162580248,23.421138743455497,24.254345837145472,25.33279480318406,26.412229368911333
176,충청남도 계룡시,7.337804480462018,7.708784596871239,8.037698073589373,8.497731307950286,8.614905343877306,9.023314725336586,9.495758182273068,10.166700967277217,11.086546740825208,11.71661488869683
